CPT_CODE|CPT_LONG_DESCRIPTION|CPT_LONG_DESCRIPTION
11750|EXCISION OF NAIL AND NAIL MATRIX, PARTIAL OR COMPLETE, (EG, INGROWN OR DEFORMED NAIL) FOR PERMANENT REMOVAL;|EXCISION OF NAIL AND NAIL MATRIX, PARTIAL OR COMPLETE, (EG, INGROWN OR DEFORMED NAIL) FOR PERMANENT REMOVAL;
11752|EXCISION OF NAIL AND NAIL MATRIX, PARTIAL OR COMPLETE, (EG, INGROWN OR DEFORMED NAIL) FOR PERMANENT REMOVAL; WITH AMPUTATION OF TUFT OF DISTAL|EXCISION OF NAIL AND NAIL MATRIX, PARTIAL OR COMPLETE, (EG, INGROWN OR DEFORMED NAIL) FOR PERMANENT REMOVAL; WITH AMPUTATION OF TUFT OF DISTAL
11755|BIOPSY OF NAIL UNIT (EG, PLATE, BED, MATRIX, HYPONYCHIUM, PROXIMAL AND LATERAL NAIL FOLDS) (SEPARATE PROCEDURE)|BIOPSY OF NAIL UNIT (EG, PLATE, BED, MATRIX, HYPONYCHIUM, PROXIMAL AND LATERAL NAIL FOLDS) (SEPARATE PROCEDURE)
11760|REPAIR OF NAIL BED|REPAIR OF NAIL BED
11762|RECONSTRUCTION OF NAIL BED WITH GRAFT|RECONSTRUCTION OF NAIL BED WITH GRAFT
11765|WEDGE EXCISION OF SKIN OF NAIL FOLD (EG, FOR INGROWN TOENAIL)|WEDGE EXCISION OF SKIN OF NAIL FOLD (EG, FOR INGROWN TOENAIL)
11770|EXCISION OF PILONIDAL CYST OR SINUS; SIMPLE|EXCISION OF PILONIDAL CYST OR SINUS; SIMPLE
11771|EXCISION OF PILONIDAL CYST OR SINUS; EXTENSIVE|EXCISION OF PILONIDAL CYST OR SINUS; EXTENSIVE
11772|EXCISION OF PILONIDAL CYST OR SINUS; COMPLICATED|EXCISION OF PILONIDAL CYST OR SINUS; COMPLICATED
11900|INJECTION, INTRALESIONAL; UP TO AND INCLUDING SEVEN LESIONS|INJECTION, INTRALESIONAL; UP TO AND INCLUDING SEVEN LESIONS
11901|INJECTION, INTRALESIONAL; MORE THAN SEVEN LESIONS|INJECTION, INTRALESIONAL; MORE THAN SEVEN LESIONS
11920|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 6.0 SQ CM OR LE|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 6.0 SQ CM OR LE
11921|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 6.1 TO 20.0 SQ|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 6.1 TO 20.0 SQ
11922|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; EACH ADDITIONAL|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; EACH ADDITIONAL
11950|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; SUBCU INJECTION|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; SUBCU INJECTION
11951|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 1.1 TO 5.0 CC|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 1.1 TO 5.0 CC
11952|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 5.1 TO 10.0 CC|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; 5.1 TO 10.0 CC
11954|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; OVER 10.0 CC|TATTOOING, INTRADERMAL INTRODUCTION OF INSOLUBLE OPAQUE PIGMENTS TO CORRECT COLOR DEFECTS OF SKIN, INCLUDING MICROPIGMENTATION; OVER 10.0 CC
11960|INSERTION OF TISSUE EXPANDER(S) FOR OTHER THAN BREAST, INCLUDING SUBSEQUENT EXPANSION|INSERTION OF TISSUE EXPANDER(S) FOR OTHER THAN BREAST, INCLUDING SUBSEQUENT EXPANSION
11970|REPLACEMENT OF TISSUE EXPANDER WITH PERMANENT PROSTHESIS|REPLACEMENT OF TISSUE EXPANDER WITH PERMANENT PROSTHESIS
11971|REMOVAL OF TISSUE EXPANDER(S) WITHOUT INSERTION OF PROSTHESIS|REMOVAL OF TISSUE EXPANDER(S) WITHOUT INSERTION OF PROSTHESIS
11975|INSERTION, IMPLANTABLE CONTRACEPTIVE CAPSULES|INSERTION, IMPLANTABLE CONTRACEPTIVE CAPSULES
11976|REMOVAL, IMPLANTABLE CONTRACEPTIVE CAPSULES|REMOVAL, IMPLANTABLE CONTRACEPTIVE CAPSULES
11977|REMOVAL WITH REINSERTION, IMPLANTABLE CONTRACEPTIVE CAPSULES|REMOVAL WITH REINSERTION, IMPLANTABLE CONTRACEPTIVE CAPSULES
11980|SUBCUTANEOUS HORMONE PELLET IMPLANTATION (IMPLANTATION OF ESTRADIOL AND/OR TESTOSTERONE PELLETS BENEATH THE SKIN)|SUBCUTANEOUS HORMONE PELLET IMPLANTATION (IMPLANTATION OF ESTRADIOL AND/OR TESTOSTERONE PELLETS BENEATH THE SKIN)
11981|INSERTION, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT|INSERTION, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT
11982|REMOVAL, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT|REMOVAL, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT
11983|REMOVAL WITH REINSERTION, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT|REMOVAL WITH REINSERTION, NON-BIODEGRADABLE DRUG DELIVERY IMPLANT
12001|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 2.5 CM OR|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 2.5 CM OR
12002|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 2.6 CM TO|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 2.6 CM TO
12004|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 7.6 CM TO|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 7.6 CM TO
12005|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 12.6 CM T|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 12.6 CM T
12006|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 20.1 CM T|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); 20.1 CM T
12007|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); OVER 30.0|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF SCALP, NECK, AXILLAE, EXTERNAL GENITALIA, TRUNK AND/OR EXTREMITIES (INCLUDING HANDS AND FEET); OVER 30.0
12011|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.5 CM OR LESS|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.5 CM OR LESS
12013|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.6 CM TO 5.0 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.6 CM TO 5.0 CM
12014|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 5.1 CM TO 7.5 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 5.1 CM TO 7.5 CM
12015|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 7.6 CM TO 12.5 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 7.6 CM TO 12.5 CM
12016|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 12.6 CM TO 20.0 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 12.6 CM TO 20.0 CM
12017|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 20.1 CM TO 30.0 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 20.1 CM TO 30.0 CM
12018|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; OVER 30.0 CM|SIMPLE REPAIR OF SUPERFICIAL WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; OVER 30.0 CM
12020|TREATMENT OF SUPERFICIAL WOUND DEHISCENCE; SIMPLE CLOSURE|TREATMENT OF SUPERFICIAL WOUND DEHISCENCE; SIMPLE CLOSURE
12021|TREATMENT OF SUPERFICIAL WOUND DEHISCENCE; WITH PACKING|TREATMENT OF SUPERFICIAL WOUND DEHISCENCE; WITH PACKING
12031|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 2.5 CM OR LESS|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 2.5 CM OR LESS
12032|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 2.6 CM TO 7.5 CM|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 2.6 CM TO 7.5 CM
12034|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 7.6 CM TO 12.5 CM|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 7.6 CM TO 12.5 CM
12035|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 12.6 CM TO 20.0 CM|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 12.6 CM TO 20.0 CM
12036|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 20.1 CM TO 30.0 CM|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); 20.1 CM TO 30.0 CM
12037|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); OVER 30.0 CM|LAYER CLOSURE OF WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES (EXCLUDING HANDS AND FEET); OVER 30.0 CM
12041|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 2.5 CM OR LESS|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 2.5 CM OR LESS
12042|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 2.6 CM TO 7.5 CM|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 2.6 CM TO 7.5 CM
12044|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 7.6 CM TO 12.5 CM|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 7.6 CM TO 12.5 CM
12045|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 12.6 CM TO 20.0 CM|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 12.6 CM TO 20.0 CM
12046|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 20.1 CM TO 30.0 CM|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; 20.1 CM TO 30.0 CM
12047|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; OVER 30.0 CM|LAYER CLOSURE OF WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA; OVER 30.0 CM
12051|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.5 CM OR LESS|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.5 CM OR LESS
12052|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.6 CM TO 5.0 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 2.6 CM TO 5.0 CM
12053|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 5.1 CM TO 7.5 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 5.1 CM TO 7.5 CM
12054|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 7.6 CM TO 12.5 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 7.6 CM TO 12.5 CM
12055|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 12.6 CM TO 20.0 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 12.6 CM TO 20.0 CM
12056|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 20.1 CM TO 30.0 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; 20.1 CM TO 30.0 CM
12057|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; OVER 30.0 CM|LAYER CLOSURE OF WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS AND/OR MUCOUS MEMBRANES; OVER 30.0 CM
13100|REPAIR, COMPLEX, TRUNK; 1.1 CM TO 2.5 CM|REPAIR, COMPLEX, TRUNK; 1.1 CM TO 2.5 CM
13101|REPAIR, COMPLEX, TRUNK; 2.6 CM TO 7.5 CM|REPAIR, COMPLEX, TRUNK; 2.6 CM TO 7.5 CM
13102|REPAIR, COMPLEX, TRUNK; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)|REPAIR, COMPLEX, TRUNK; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
13120|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; 1.1 CM TO 2.5 CM|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; 1.1 CM TO 2.5 CM
13121|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; 2.6 CM TO 7.5 CM|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; 2.6 CM TO 7.5 CM
13122|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)|REPAIR, COMPLEX, SCALP, ARMS, AND/OR LEGS; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
13131|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; 1.1 CM TO 2.5 CM|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; 1.1 CM TO 2.5 CM
13132|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; 2.6 CM TO 7.5 CM|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; 2.6 CM TO 7.5 CM
13133|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN A|REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN A
13150|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 1.0 CM OR LESS|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 1.0 CM OR LESS
13151|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 1.1 CM TO 2.5 CM|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 1.1 CM TO 2.5 CM
13152|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 2.6 CM TO 7.5 CM|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 2.6 CM TO 7.5 CM
13153|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)|REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; EACH ADDITIONAL 5 CM OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
13160|SECONDARY CLOSURE OF SURGICAL WOUND OR DEHISCENCE, EXTENSIVE OR COMPLICATED|SECONDARY CLOSURE OF SURGICAL WOUND OR DEHISCENCE, EXTENSIVE OR COMPLICATED
14000|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10 SQ CM OR LESS|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10 SQ CM OR LESS
14001|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, TRUNK; DEFECT 10.1 SQ CM TO 30.0 SQ CM
14020|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10 SQ CM OR LESS|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10 SQ CM OR LESS
14021|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10.1 SQ CM TO 30.0 SQ CM|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, SCALP, ARMS AND/OR LEGS; DEFECT 10.1 SQ CM TO 30.0 SQ CM
14040|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10 SQ CM OR LESS
14041|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10.1 SQ CM TO 30.|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10.1 SQ CM TO 30.
14060|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10 SQ CM OR LESS
14061|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM
14300|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, MORE THAN 30 SQ CM, UNUSUAL OR COMPLICATED, ANY AREA|ADJACENT TISSUE TRANSFER OR REARRANGEMENT, MORE THAN 30 SQ CM, UNUSUAL OR COMPLICATED, ANY AREA
14350|FILLETED FINGER OR TOE FLAP, INCLUDING PREPARATION OF RECIPIENT SITE|FILLETED FINGER OR TOE FLAP, INCLUDING PREPARATION OF RECIPIENT SITE
15000|SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); FIRST 100|SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); FIRST 100
15001|SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); EACH ADDI|SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); EACH ADDI
15050|PINCH GRAFT, SINGLE OR MULTIPLE, TO COVER SMALL ULCER, TIP OF DIGIT, OR OTHER MINIMAL OPEN AREA (EXCEPT ON FACE), UP TO DEFECT SIZE 2 CM DIAMET|PINCH GRAFT, SINGLE OR MULTIPLE, TO COVER SMALL ULCER, TIP OF DIGIT, OR OTHER MINIMAL OPEN AREA (EXCEPT ON FACE), UP TO DEFECT SIZE 2 CM DIAMET
15100|SPLIT GRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)|SPLIT GRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)
15101|SPLIT GRAFT, TRUNK, ARMS, LEGS; EACH ADDITIONAL 100 SQ CM, OR EACH ADDITIONAL ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN, OR PART THEREOF|SPLIT GRAFT, TRUNK, ARMS, LEGS; EACH ADDITIONAL 100 SQ CM, OR EACH ADDITIONAL ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN, OR PART THEREOF
15120|SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR ONE PE|SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR ONE PE
15121|SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; EA ADD 100 SQ CM,OR EA ADD ONE PER|SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; EA ADD 100 SQ CM,OR EA ADD ONE PER
